Adobe After Effects 8.0 Keyframe Data

	Units Per Second	29.97
	Source Width	1920
	Source Height	1080
	Source Pixel Aspect Ratio	1
	Comp Pixel Aspect Ratio	1

Motion Trackers	Tracker #1	Track Point #1	Feature Center
	Frame	X pixels	Y pixels	
	392	1104.092	191.156	
	393	1103.858	191.559	
	394	1104.050	191.808	
	395	1104.368	191.870	
	396	1105.039	191.745	
	397	1105.729	191.661	
	398	1106.328	191.443	
	399	1106.880	191.148	
	400	1107.210	190.875	
	401	1107.454	190.565	
	402	1107.766	190.100	
	403	1108.219	189.528	
	404	1109.009	189.280	
	405	1109.979	189.236	
	406	1111.421	189.171	
	407	1112.933	189.476	
	408	1114.722	189.899	
	409	1116.548	190.108	
	410	1118.237	189.953	
	411	1119.921	189.538	
	412	1121.591	189.095	
	413	1122.813	188.865	
	414	1124.074	188.862	
	415	1125.195	188.987	
	416	1126.321	189.355	
	417	1127.431	189.969	
	418	1128.404	190.674	
	419	1129.476	191.301	
	420	1130.394	192.221	
	421	1131.293	192.785	
	422	1131.818	193.005	
	423	1132.067	192.879	
	424	1132.434	192.242	
	425	1132.569	191.354	
	426	1132.793	190.797	
	427	1133.008	190.549	
	428	1133.351	190.922	
	429	1133.774	191.784	
	430	1134.256	192.914	
	431	1134.675	193.897	
	432	1134.852	194.119	
	433	1134.633	193.736	
	434	1134.267	193.111	
	435	1133.848	192.528	
	436	1133.450	192.130	
	437	1133.216	192.103	
	438	1133.195	192.547	
	439	1133.183	193.286	
	440	1133.231	193.846	
	441	1133.205	194.052	
	442	1132.931	193.796	
	443	1132.205	193.063	
	444	1130.878	192.102	
	445	1129.295	191.141	
	446	1127.530	190.587	
	447	1126.010	190.433	
	448	1124.866	190.602	
	449	1124.190	191.079	
	450	1124.031	191.765	
	451	1124.021	192.250	
	452	1124.099	192.424	
	453	1123.961	191.917	
	454	1123.619	191.215	
	455	1123.090	190.735	
	456	1122.480	190.718	
	457	1121.997	190.902	
	458	1121.756	191.403	
	459	1121.606	192.112	
	460	1121.582	192.623	
	461	1121.495	192.852	
	462	1121.427	192.725	
	463	1121.218	192.449	
	464	1120.963	192.175	
	465	1120.709	191.951	
	466	1120.466	191.915	
	467	1120.279	192.031	
	468	1120.210	192.313	
	469	1120.210	192.658	
	470	1120.231	192.845	
	471	1120.203	192.843	
	472	1120.246	192.698	
	473	1120.309	192.667	
	474	1120.410	192.642	
	475	1120.665	192.861	
	476	1121.105	193.088	
	477	1121.703	193.573	
	478	1122.217	194.137	
	479	1122.990	194.367	
	480	1123.690	194.401	
	481	1124.186	194.364	
	482	1124.641	194.201	
	483	1124.832	194.211	
	484	1125.137	193.791	
	485	1125.137	193.791	
	486	1125.653	194.251	
	487	1126.272	194.561	
	488	1126.474	194.575	
	489	1126.544	194.527	
	490	1126.538	194.428	
	491	1126.562	194.310	
	492	1126.593	194.292	
	493	1126.732	194.296	
	494	1126.795	194.382	
	495	1126.938	194.396	
	496	1126.981	194.475	
	497	1126.982	194.475	
	498	1126.920	194.386	


End of Keyframe Data

